data,mes,ano,ciclo,colaborador,gestor,departamento,cargo,tipo_contrato,faixa,potencial,status_ciclo,headcount,nota,atingimento,objetivos_count,quantidade,empresa
2026-06-30,Junho,2026,2026.1,Nicolas Barbosa,Sofia Carvalho,Comercial,Account Executive,CLT,Atende parcialmente,Médio,Concluído,1,2.60,87.4,7,3.6,Redorai
2026-06-30,Junho,2026,2026.1,Olívia Castro,Sofia Carvalho,Comercial,Account Executive,CLT,Atende,Médio,Concluído,1,3.48,106.3,6,15.2,Redorai
2026-06-30,Junho,2026,2026.1,Paulo Ribeiro,Sofia Carvalho,Comercial,Account Executive,CLT,Não atende,Médio,Concluído,1,1.74,69.3,4,26.4,Redorai
2026-06-30,Junho,2026,2026.1,Queila Santos,Sofia Carvalho,Comercial,Account Executive,CLT,Atende,Médio,Concluído,1,3.24,92.6,5,2.5,Redorai
2026-06-30,Junho,2026,2026.1,Rafael Pinto,Sofia Carvalho,Comercial,Account Executive,CLT,Atende,Baixo,Concluído,1,3.28,98.1,8,23.3,Redorai
2026-06-30,Junho,2026,2026.1,Sofia Carvalho,Ana Costa,Comercial,Gerente comercial,CLT,Atende,Alto,Concluído,1,3.65,112.4,6,6.3,Redorai
2026-06-30,Junho,2026,2026.1,Tiago Moreira,Sofia Carvalho,Comercial,Gerente comercial,CLT,Atende,Alto,Pendente,1,3.02,91.3,3,31.9,Redorai
2026-06-30,Junho,2026,2026.1,Arthur Nascimento,Camila Falcão,Customer Success,CSM,CLT,Não atende,Médio,Concluído,1,1.04,54.9,5,7.2,Redorai
2026-06-30,Junho,2026,2026.1,Camila Falcão,Eduarda Mota,Customer Success,CSM,CLT,Atende,Alto,Concluído,1,3.00,97.8,4,30.6,Redorai
2026-06-30,Junho,2026,2026.1,Diogo Saraiva,Camila Falcão,Customer Success,Estagiário,Estágio,Atende,Alto,Concluído,1,3.64,112.4,8,24.2,Redorai
2026-06-30,Junho,2026,2026.1,Débora Lins,Camila Falcão,Customer Success,CSM,CLT,Atende,Médio,Concluído,1,3.35,95.6,8,7.3,Redorai
2026-06-30,Junho,2026,2026.1,Eduarda Mota,Camila Falcão,Customer Success,CSM,CLT,Excede,Alto,Concluído,1,3.76,110.7,5,26.5,Redorai
2026-06-30,Junho,2026,2026.1,Enzo Pimentel,Camila Falcão,Customer Success,Analista de CS,CLT,Atende,Baixo,Concluído,1,3.63,104.7,8,3.3,Redorai
2026-06-30,Junho,2026,2026.1,Heloísa Bastos,Camila Falcão,Customer Success,Analista de CS,CLT,Excepcional,Alto,Concluído,1,5.00,138.0,7,12.8,Redorai
2026-06-30,Junho,2026,2026.1,Joana Peres,Camila Falcão,Customer Success,Analista de CS,CLT,Atende,Médio,Concluído,1,3.64,101.3,8,2.7,Redorai
2026-06-30,Junho,2026,2026.1,Kauã Trindade,Camila Falcão,Customer Success,Analista de CS,CLT,Atende parcialmente,Alto,Concluído,1,2.71,88.9,8,14.4,Redorai
2026-06-30,Junho,2026,2026.1,Pedro Henrique Luz,Camila Falcão,Customer Success,Estagiário,Estágio,Excede,Médio,Concluído,1,4.24,118.2,4,10.5,Redorai
2026-06-30,Junho,2026,2026.1,Talita Rangel,Camila Falcão,Customer Success,Estagiário,Estágio,Atende parcialmente,Alto,Concluído,1,2.36,72.4,6,28.2,Redorai
2026-06-30,Junho,2026,2026.1,Alice Pacheco,Helena Sales,Engenharia,Dev Sénior,CLT,Excepcional,Médio,Pendente,1,4.70,126.0,7,21.4,Redorai
2026-06-30,Junho,2026,2026.1,Amanda Vieira,Helena Sales,Engenharia,Dev Júnior,CLT,Atende parcialmente,Médio,Concluído,1,2.48,77.3,8,20.9,Redorai
2026-06-30,Junho,2026,2026.1,Bernardo Cunha,Helena Sales,Engenharia,Dev Júnior,CLT,Não atende,Alto,Concluído,1,1.29,52.1,3,12.8,Redorai
2026-06-30,Junho,2026,2026.1,Catarina Melo,Helena Sales,Engenharia,Dev Júnior,CLT,Atende,Médio,Concluído,1,2.90,89.4,3,12.2,Redorai
2026-06-30,Junho,2026,2026.1,Daniel Pires,Helena Sales,Engenharia,Dev Júnior,CLT,Não atende,Baixo,Concluído,1,2.13,79.3,8,13.2,Redorai
2026-06-30,Junho,2026,2026.1,Elisa Duarte,Helena Sales,Engenharia,Dev Júnior,CLT,Atende,Alto,Concluído,1,3.62,104.9,6,20.5,Redorai
2026-06-30,Junho,2026,2026.1,Felipe Andrade,Helena Sales,Engenharia,Dev Júnior,CLT,Atende,Médio,Concluído,1,3.54,100.8,8,18.9,Redorai
2026-06-30,Junho,2026,2026.1,Giovana Reis,Helena Sales,Engenharia,Dev Pleno,CLT,Atende,Baixo,Concluído,1,3.16,103.1,3,20.0,Redorai
2026-06-30,Junho,2026,2026.1,Helena Sales,Amanda Vieira,Engenharia,Tech Lead,CLT,Atende,Médio,Concluído,1,3.56,99.5,8,14.3,Redorai
2026-06-30,Junho,2026,2026.1,Hugo Batista,Helena Sales,Engenharia,Dev Pleno,CLT,Atende,Médio,Pendente,1,3.27,105.2,4,3.9,Redorai
2026-06-30,Junho,2026,2026.1,Igor Menezes,Helena Sales,Engenharia,Tech Lead,CLT,Excede,Médio,Concluído,1,4.12,114.5,7,3.1,Redorai
2026-06-30,Junho,2026,2026.1,Júlia Fonseca,Helena Sales,Engenharia,Dev Pleno,CLT,Atende,Médio,Concluído,1,3.47,106.5,6,10.9,Redorai
2026-06-30,Junho,2026,2026.1,Larissa Moura,Helena Sales,Engenharia,Dev Pleno,CLT,Excepcional,Baixo,Concluído,1,4.57,124.5,3,23.7,Redorai
2026-06-30,Junho,2026,2026.1,Mateus Peixoto,Helena Sales,Engenharia,Dev Pleno,CLT,Não atende,Médio,Concluído,1,1.99,70.1,4,18.8,Redorai
2026-06-30,Junho,2026,2026.1,Natália Borges,Helena Sales,Engenharia,Dev Pleno,CLT,Atende parcialmente,Alto,Concluído,1,2.44,76.6,6,20.3,Redorai
2026-06-30,Junho,2026,2026.1,Otávio Farias,Helena Sales,Engenharia,Dev Pleno,CLT,Atende,Alto,Concluído,1,3.26,97.0,5,25.6,Redorai
2026-06-30,Junho,2026,2026.1,Patrícia Nogueira,Helena Sales,Engenharia,Dev Pleno,CLT,Não atende,Médio,Concluído,1,1.39,60.5,6,27.2,Redorai
2026-06-30,Junho,2026,2026.1,Renato Guimarães,Helena Sales,Engenharia,Dev Sénior,CLT,Excede,Alto,Concluído,1,3.84,115.4,3,26.3,Redorai
2026-06-30,Junho,2026,2026.1,Sabrina Tavares,Helena Sales,Engenharia,Dev Sénior,CLT,Atende,Médio,Concluído,1,3.00,90.2,6,9.2,Redorai
2026-06-30,Junho,2026,2026.1,Thales Prado,Helena Sales,Engenharia,Dev Sénior,CLT,Atende,Médio,Concluído,1,3.16,96.4,8,10.8,Redorai
2026-06-30,Junho,2026,2026.1,Valentina Campos,Helena Sales,Engenharia,Dev Sénior,CLT,Excepcional,Médio,Concluído,1,4.66,125.1,4,14.6,Redorai
2026-06-30,Junho,2026,2026.1,Caio Rezende,Letícia Aguiar,Financeiro,Analista financeiro,CLT,Atende parcialmente,Médio,Concluído,1,2.86,90.6,8,22.2,Redorai
2026-06-30,Junho,2026,2026.1,Fernanda Assis,Letícia Aguiar,Financeiro,Analista financeiro,CLT,Atende,Médio,Concluído,1,3.16,94.5,5,4.4,Redorai
2026-06-30,Junho,2026,2026.1,Gustavo Cordeiro,Letícia Aguiar,Financeiro,Analista financeiro,CLT,Atende,Baixo,Concluído,1,3.29,93.9,4,27.5,Redorai
2026-06-30,Junho,2026,2026.1,Letícia Aguiar,Caio Rezende,Financeiro,Controller,CLT,Excede,Alto,Concluído,1,3.96,110.8,7,12.2,Redorai
2026-06-30,Junho,2026,2026.1,Beatriz Furtado,Stella Paiva,Marketing,Coordenador de marketing,CLT,Excede,Alto,Concluído,1,3.88,111.0,4,27.6,Redorai
2026-06-30,Junho,2026,2026.1,Stella Paiva,Beatriz Furtado,Marketing,Analista de marketing,CLT,Atende parcialmente,Baixo,Concluído,1,2.41,80.7,8,15.9,Redorai
2026-06-30,Junho,2026,2026.1,Tainá Leal,Beatriz Furtado,Marketing,Analista de marketing,CLT,Excede,Médio,Concluído,1,3.70,107.5,4,13.0,Redorai
2026-06-30,Junho,2026,2026.1,Vitória Sampaio,Beatriz Furtado,Marketing,Analista de marketing,CLT,Atende,Alto,Concluído,1,3.38,107.3,3,16.0,Redorai
2026-06-30,Junho,2026,2026.1,Aline Macedo,Samuel Dutra,Operações,Analista de operações,CLT,Excepcional,Baixo,Concluído,1,4.44,126.7,3,10.7,Redorai
2026-06-30,Junho,2026,2026.1,Samuel Dutra,Vinícius Porto,Operações,Analista de operações,CLT,Excede,Médio,Concluído,1,4.15,119.6,7,13.5,Redorai
2026-06-30,Junho,2026,2026.1,Vinícius Porto,Samuel Dutra,Operações,Analista de operações,CLT,Atende parcialmente,Médio,Concluído,1,2.51,82.3,8,12.8,Redorai
2026-06-30,Junho,2026,2026.1,Jéssica Brito,Lívia Magalhães,Produto,Product Manager,CLT,Atende parcialmente,Alto,Concluído,1,2.44,80.6,6,10.8,Redorai
2026-06-30,Junho,2026,2026.1,Lívia Magalhães,Jéssica Brito,Produto,Product Manager,CLT,Não atende,Alto,Concluído,1,1.72,62.4,6,29.0,Redorai
2026-06-30,Junho,2026,2026.1,Murilo Coelho,Jéssica Brito,Produto,Product Manager,CLT,Atende parcialmente,Baixo,Concluído,1,2.79,85.5,7,9.0,Redorai
2026-06-30,Junho,2026,2026.1,Nina Vasconcelos,Jéssica Brito,Produto,Designer de produto,CLT,Excepcional,Médio,Concluído,1,4.49,125.4,4,23.9,Redorai
2026-06-30,Junho,2026,2026.1,Priscila Guedes,Jéssica Brito,Produto,Designer de produto,CLT,Atende,Médio,Pendente,1,3.25,94.5,5,10.8,Redorai
2026-06-30,Junho,2026,2026.1,Miguel Salles,Rafaela Quaresma,RH,Analista de RH,CLT,Atende,Médio,Concluído,1,3.58,111.3,5,27.8,Redorai
2026-06-30,Junho,2026,2026.1,Nicole Braga,Rafaela Quaresma,RH,Analista de RH,CLT,Atende,Alto,Concluído,1,3.57,106.7,8,29.3,Redorai
2026-06-30,Junho,2026,2026.1,Rafaela Quaresma,Miguel Salles,RH,Business Partner,CLT,Atende,Médio,Concluído,1,3.25,97.3,5,17.3,Redorai
